Team,Date,wins_before_date,losses_before_date,opponent_wins_before_date,opponent_losses_before_date,Opponent,Team_FG_pct,Team_2_pct,Team_3_pct,Team_FT_pct,Team_Points,Opp_FG_pct,Opp_2_pct,Opp_3_pct,Opp_FT_pct,Opp_Points
Bellarmine,2026-02-25,2,27,9,18,Lipscomb,.295,.341,.176,.500,42,.533,.577,.500,.667,87
North Texas,2026-02-24,16,11,12,13,UTSA,.444,.436,.458,.800,87,.400,.469,.091,.667,63
Eastern Wash.,2026-02-21,12,15,6,20,Portland St.,.451,.488,.393,.706,87,.455,.512,.348,.667,78
Penn St.,2026-02-21,9,17,9,17,Rutgers,.620,.600,.700,.720,87,.397,.442,.320,.615,78
Bellarmine,2026-02-18,2,25,13,12,North Ala.,.317,.316,.318,.643,54,.529,.682,.250,.643,87
Baylor,2026-02-18,22,5,23,4,Texas Tech,.364,.447,.176,.765,56,.557,.650,.381,.846,87
North Dakota,2026-02-15,7,19,22,2,North Dakota St.,.327,.433,.182,.765,51,.484,.438,.643,.900,87
James Madison,2026-02-14,19,8,15,11,Old Dominion,.478,.453,.571,.882,87,.371,.420,.167,.455,53
Florida St.,2026-02-08,7,16,12,11,Miami (FL),.516,.697,.323,.733,87,.361,.457,.192,.619,70
Ball St.,2026-02-07,18,5,19,4,Troy,.478,.581,.308,.765,87,.398,.396,.400,.727,86
Tennessee St.,2026-02-07,3,19,19,3,Western Ill.,.508,.525,.474,.818,87,.483,.548,.313,.800,77
Arizona,2026-02-07,11,11,19,5,West Virginia,.517,.537,.333,.500,68,.500,.533,.435,.563,87
Louisiana Tech,2026-02-05,15,5,10,10,UTEP,.532,.488,.619,.727,87,.327,.414,.200,.750,48
Arkansas,2026-02-05,11,12,15,9,Missouri,.403,.500,.326,.750,82,.508,.655,.375,.722,87
Loyola Marymount,2026-01-29,12,8,8,12,Pacific,.607,.667,.500,1.000,87,.424,.400,.458,.714,66
Iona,2026-01-29,13,8,10,9,Merrimack,.356,.348,.370,.500,63,.531,.622,.407,.667,87
Charleston So.,2026-01-28,6,14,18,2,High Point,.320,.318,.323,.571,66,.463,.459,.467,.846,87
Minnesota,2026-01-28,14,6,7,14,Penn St.,.515,.545,.455,1.000,87,.354,.297,.429,.800,66
East Carolina,2026-01-24,14,6,7,12,UAB,.500,.480,.556,.600,87,.389,.436,.267,.682,61
Central Ark.,2026-01-21,10,8,12,5,West Ga.,.515,.571,.423,.750,87,.440,.440,.440,.579,66
Charleston,2026-01-18,13,3,7,9,Elon,.484,.636,.310,.783,87,.386,.351,.450,.733,64
Gonzaga,2026-01-17,13,6,7,12,San Diego,.556,.605,.480,1.000,87,.316,.333,.222,.667,42
Murray St.,2026-01-15,14,2,4,11,Southern Ill.,.516,.737,.192,.762,87,.414,.421,.385,.733,74
Cal Poly,2026-01-10,3,12,10,5,UC Davis,.412,.441,.353,.464,61,.403,.516,.290,.903,87
Houston Christian,2026-01-10,4,9,10,5,Stephen F. Austin,.370,.458,.200,.727,67,.453,.485,.419,.696,87
Cleveland St.,2026-01-07,12,5,6,10,Wright St.,.500,.630,.370,.767,87,.410,.455,.357,.882,75
Grand Canyon,2026-01-07,3,11,10,3,San Diego St.,.355,.359,.348,.850,69,.508,.559,.444,1.000,87
East Carolina,2026-01-06,10,5,7,7,North Texas,.359,.347,.400,.611,63,.469,.471,.462,.778,87
Boise St.,2026-01-03,10,4,2,11,Grand Canyon,.431,.471,.286,.727,76,.417,.523,.250,.769,87
James Madison,2026-01-03,10,5,6,6,Texas St.,.517,.579,.409,.842,87,.333,.326,.364,.667,52
Southeastern LA,2026-01-03,2,9,8,5,Stephen F. Austin,.379,.444,.238,.739,72,.460,.529,.379,.947,87
TCU,2026-01-03,14,0,10,4,Utah,.373,.528,.231,.800,77,.481,.419,.565,.667,87
Coastal Caro.,2026-01-01,7,7,11,3,Marshall,.391,.391,.389,.778,85,.403,.563,.353,.484,87
Ga. Southern,2026-01-01,9,3,8,5,Old Dominion,.386,.370,.438,.742,84,.431,.491,.263,.741,87
Northwestern,2026-01-01,6,7,12,3,Oregon,.460,.514,.308,.800,54,.517,.512,.526,.882,87
Berkeley,2025-12-29,0,0,4,6,LIU,.229,.297,.000,.667,30,.411,.528,.297,.696,87
New Orleans,2025-12-29,0,10,4,7,UTRGV,.359,.460,.179,.690,81,.303,.375,.222,.868,87
Gonzaga,2025-12-28,8,5,6,5,Loyola Marymount,.486,.492,.444,.882,87,.414,.500,.269,.750,80
Princeton,2025-12-22,11,1,6,5,Temple,.500,.553,.409,.900,87,.500,.500,.500,.417,77
Eastern Ill.,2025-12-21,1,11,7,4,Lindenwood,.327,.333,.320,.938,55,.632,.674,.455,.909,87
Cal Baptist,2025-12-21,6,6,11,0,Nebraska,.367,.500,.233,.833,56,.451,.533,.308,.789,87
Ga Tech,2025-12-18,4,8,7,4,NC State,.354,.447,.222,.857,58,.529,.643,.346,.750,87
Md.-East. Shore,2025-12-17,6,7,4,5,Towson,.493,.492,.500,.813,86,.407,.469,.313,.579,87
Stephen F. Austin,2025-12-15,6,2,3,5,UTRGV,.400,.364,.462,.810,85,.486,.509,.400,.929,87
South Fla.,2025-12-15,6,4,9,0,Vanderbilt,.441,.465,.375,.000,58,.423,.529,.324,1.000,87
Miss. St.,2025-12-14,9,1,7,3,Southern Miss.,.471,.482,.429,.625,87,.354,.324,.387,.600,64
Miami (FL),2025-12-14,6,3,6,4,NC State,.365,.447,.240,.692,61,.473,.482,.444,.750,87
LSU,2025-12-13,10,0,5,3,Louisiana Tech,.483,.510,.364,.714,87,.310,.276,.345,.750,61
Arizona,2025-12-10,6,2,7,1,Eastern Ky.,.500,.550,.400,.792,87,.384,.462,.294,.708,83
Nebraska,2025-12-09,9,0,1,8,Omaha,.461,.611,.325,.500,87,.333,.519,.056,.364,35
Ball St.,2025-12-07,8,1,6,3,Davidson,.472,.488,.417,.667,65,.463,.359,.607,.727,87
BYU,2025-12-06,8,1,4,4,Portland,.423,.476,.345,.708,87,.327,.412,.167,.762,53
South Dakota St.,2025-12-03,6,2,2,5,Weber St.,.468,.535,.316,.767,87,.300,.324,.261,.824,56
Miami (FL),2025-11-29,5,1,7,1,Oklahoma St.,.517,.600,.391,.833,84,.611,.658,.500,.650,87
St. Bonaventure,2025-11-29,6,2,0,7,Valparaiso,.529,.583,.400,.583,87,.359,.474,.192,.667,55
Occidental,2025-11-24,0,0,2,3,UC San Diego,.237,.219,.259,.500,39,.563,.721,.238,.714,87
Coastal Caro.,2025-11-24,2,4,2,4,Presbyterian,.461,.451,.480,.556,87,.286,.325,.188,.500,38
Ga Tech,2025-11-23,3,2,6,0,Georgia,.378,.394,.333,.700,59,.465,.444,.529,.706,87
Arizona,2025-11-21,3,0,1,4,Northern Ariz.,.557,.617,.357,.700,87,.510,.567,.421,.750,76
Stetson,2025-11-21,2,2,0,0,Trinity (FL),.492,.600,.367,.571,87,.275,.265,.294,.300,36
Drake,2025-11-20,1,2,5,0,Iowa St.,.311,.432,.125,.826,60,.452,.486,.407,.769,87
Central Mich.,2025-11-19,2,1,1,1,Detroit Mercy,.541,.556,.520,.800,87,.281,.306,.200,.714,54
Vanderbilt,2025-11-19,3,0,2,2,Western Ky.,.440,.500,.364,.750,87,.321,.316,.333,.636,49
Eastern Ky.,2025-11-18,3,1,0,4,North Dakota,.452,.486,.417,.857,87,.393,.417,.350,.789,66
Le Moyne,2025-11-18,1,2,2,2,Pitt,.386,.389,.385,.750,65,.531,.625,.375,1.000,87
Bard,2025-11-17,0,0,1,3,New Haven,.212,.200,.222,.000,28,.374,.417,.290,.714,87
IU East,2025-11-17,0,0,2,1,Southern Ind.,.279,.320,.222,.500,32,.453,.568,.290,.714,87
Florida,2025-11-13,3,0,1,1,Samford,.548,.650,.364,.786,87,.250,.292,.214,.800,40
Charleston So.,2025-11-13,0,3,1,1,Ga Tech,.234,.200,.265,.500,40,.472,.480,.455,.643,87
Gardner-Webb,2025-11-13,0,3,2,0,Virginia Tech,.380,.400,.350,.667,51,.372,.477,.235,.778,87
Montana,2025-11-10,1,1,1,0,Washington,.290,.227,.325,.636,56,.459,.509,.333,.632,87
James Madison,2025-11-09,1,1,2,0,Queens (NC),.507,.553,.400,.611,87,.238,.240,.231,.357,38
Arkansas St.,2025-11-07,0,1,1,0,Tarleton St.,.411,.444,.357,.654,87,.407,.472,.278,.718,77
Maryland,2025-11-06,1,0,1,0,UMBC,.542,.727,.308,.750,87,.380,.378,.385,1.000,54
UCLA,2025-11-06,1,0,1,0,UCSB,.492,.645,.333,.944,87,.362,.548,.148,.800,50
New Mexico St.,2025-11-04,0,0,0,0,USC,.404,.422,.286,.500,48,.409,.452,.333,.641,87
Cal Poly,2025-11-03,0,0,0,0,UC-Santa Cruz,.494,.545,.182,.600,87,.200,.240,.133,.600,27
Fresno Pacific,2025-11-03,0,0,0,0,Fresno St.,.224,.313,.059,.750,38,.449,.500,.278,.800,87
Idaho,2025-11-03,0,0,0,0,Washington St.,.426,.438,.400,.750,87,.508,.564,.400,.630,85
Dayton,2025-11-03,0,0,0,0,Illinois St.,.526,.575,.412,.600,76,.515,.714,.192,.750,87
Norfolk St.,2025-11-03,0,0,0,0,Ole Miss,.415,.484,.200,.714,46,.471,.500,.433,.727,87
Akron,2025-11-03,0,0,0,0,South Ala.,.414,.500,.273,.750,63,.474,.519,.364,.700,87
Stanford,2025-11-03,0,0,0,0,UNCG,.569,.605,.467,.875,87,.259,.281,.231,.667,42
Columbia,2026-03-22,21,8,29,4,North Dakota St.,.551,.612,.400,.333,86,.340,.378,.231,.741,57
TCU,2026-03-20 NCAA,29,5,24,8,UC San Diego,.492,.487,.500,.692,86,.227,.256,.174,.750,40
Temple,2026-03-10,14,16,11,19,Tulane,.324,.268,.400,.848,86,.404,.452,.267,.844,77
Middle Tenn.,2026-03-07,15,14,19,11,Missouri St.,.519,.528,.500,.857,86,.500,.514,.471,.714,75
Pepperdine,2026-03-07,19,11,17,13,San Francisco,.407,.469,.318,.857,69,.478,.528,.419,.818,86
Jacksonville,2026-03-05,21,8,18,12,West Ga.,.464,.514,.381,.743,86,.400,.486,.300,.593,77
Charleston So.,2026-03-05,8,21,20,11,Radford,.365,.333,.409,.714,67,.492,.526,.440,.565,86
Florida,2026-03-04,17,14,18,12,Miss. St.,.500,.571,.381,.786,86,.348,.358,.313,.600,68
Fresno St.,2026-03-03,14,16,21,9,New Mexico,.410,.455,.357,.667,64,.607,.707,.333,.684,86
Ball St.,2026-02-28,23,6,15,11,Ohio,.455,.487,.407,.714,86,.382,.483,.319,.800,85
Temple,2026-02-28,12,15,10,17,UAB,.416,.400,.444,.667,86,.371,.462,.217,.500,57
BYU,2026-02-21,17,10,17,10,Utah,.537,.600,.458,.708,86,.333,.379,.286,.875,74
Central Conn St,2026-02-21,0,25,8,19,Chicago St.,.549,.595,.333,.711,86,.403,.468,.250,.593,75
Montana,2026-02-21,7,18,8,20,Weber St.,.409,.417,.400,.867,79,.491,.538,.448,.731,86
Idaho,2026-02-19,21,5,6,19,Portland St.,.508,.563,.353,.875,86,.467,.511,.308,.600,66
Saint Mary's,2026-02-16,14,12,5,19,Seattle,.507,.558,.333,.813,86,.333,.395,.240,.846,59
Michigan,2026-02-15,21,4,20,5,Michigan St.,.516,.587,.333,.875,86,.431,.516,.300,.652,65
American,2026-02-14,6,18,19,5,Army,.489,.548,.357,.538,56,.478,.452,.520,1.000,86
Southern Miss.,2026-02-14,12,13,11,13,Texas St.,.381,.378,.389,.775,86,.508,.569,.200,.591,77
Alabama St.,2026-02-12,10,12,4,17,MVSU,.419,.458,.267,.645,86,.400,.467,.300,.774,70
Louisville,2026-02-12,22,4,13,12,Wake Forest,.515,.561,.440,.778,86,.519,.559,.444,.455,67
Texas,2026-02-12,23,2,23,2,Vanderbilt,.385,.429,.200,.778,70,.509,.528,.474,.840,86
Akron,2026-02-11,5,18,14,8,Central Mich.,.533,.675,.250,.667,79,.481,.535,.273,.721,86
Michigan St.,2026-02-11,20,4,23,1,UCLA,.309,.286,.346,.667,63,.565,.636,.389,.692,86
Florida A&M,2026-02-07,6,15,9,13,Texas Southern,.426,.463,.143,.825,86,.422,.449,.333,.700,73
American,2026-02-07,6,16,15,6,Navy,.397,.526,.150,.750,58,.463,.522,.333,.654,86
Pitt,2026-02-05,8,15,15,8,Stanford,.448,.488,.333,.889,65,.493,.533,.429,.500,86
DePaul,2026-02-04,5,19,23,0,UConn,.278,.355,.174,.500,40,.607,.638,.500,.500,86
Maryland,2026-02-04,17,6,19,3,Michigan St.,.492,.558,.364,.778,86,.439,.500,.267,.727,70
Rutgers,2026-02-04,9,13,21,1,UCLA,.333,.258,.450,.750,46,.561,.694,.333,.714,86
Old Dominion,2026-01-30,13,9,11,10,Southern Miss.,.387,.449,.269,.750,83,.394,.423,.286,.811,86
Michigan St.,2026-01-29,18,2,11,9,Purdue,.508,.595,.333,.750,86,.383,.455,.296,.786,65
Grand Canyon,2026-01-28,6,14,6,13,Utah St.,.571,.613,.520,.818,86,.382,.468,.190,.909,66
Duquesne,2026-01-28,7,13,16,4,Richmond,.438,.424,.467,.545,55,.452,.500,.417,.714,86
Austin Peay,2026-01-24,12,5,11,7,Stetson,.549,.559,.529,.840,86,.483,.636,.280,.818,81
Denver,2026-01-24,8,11,11,8,Oral Roberts,.484,.471,.500,.800,86,.403,.510,.063,.826,74
Pepperdine,2026-01-24,11,9,11,9,Portland,.554,.622,.421,.800,86,.375,.472,.250,.684,68
Indiana St.,2026-01-22,6,11,5,12,Southern Ill.,.379,.469,.118,.710,74,.528,.571,.364,.578,86
South Fla.,2026-01-20,12,7,7,10,Temple,.485,.444,.667,.846,83,.527,.538,.500,.741,86
Fairfield,2026-01-19,14,3,7,10,Siena,.462,.615,.359,.857,86,.273,.364,.000,.788,50
Iowa St.,2026-01-18,14,4,15,4,Oklahoma St.,.390,.429,.294,.583,58,.439,.517,.378,.875,86
DePaul,2026-01-17,4,15,12,5,Seton Hall,.476,.556,.370,.636,77,.473,.552,.385,.857,86
Cal Poly,2026-01-16,3,13,6,9,Hawaii,.375,.432,.182,.889,46,.472,.531,.348,1.000,86
Nicholls St.,2026-01-15,8,6,11,5,Stephen F. Austin,.325,.322,.333,.792,78,.526,.600,.409,.944,86
Fresno St.,2026-01-14,8,9,6,9,Utah St.,.479,.542,.360,.778,86,.400,.436,.273,.591,56
American,2026-01-14,4,11,9,6,Navy,.421,.371,.500,.900,68,.471,.629,.303,.706,86
La.-Monroe,2026-01-14,8,8,13,3,Troy,.403,.472,.250,.800,80,.507,.580,.294,.481,86
Liberty,2026-01-11,8,6,8,5,Louisiana Tech,.518,.579,.389,.778,72,.551,.517,.600,.870,86
Louisville,2026-01-11,15,3,8,9,Pitt,.444,.580,.226,.636,86,.296,.300,.292,.700,46
Michigan,2026-01-11,13,2,11,5,Wisconsin,.411,.538,.095,.667,86,.400,.485,.273,.909,60
Maine,2026-01-10,7,9,11,5,NJIT,.473,.527,.316,.769,86,.458,.513,.350,.750,67
Arkansas St.,2026-01-10,14,3,12,3,Troy,.313,.390,.231,.625,64,.485,.551,.294,.850,86
LIU,2026-01-08,7,6,1,12,Mercyhurst,.516,.585,.381,.583,86,.458,.536,.387,.625,81
Middle Tenn.,2026-01-08,7,7,9,4,UTEP,.456,.486,.419,1.000,86,.263,.279,.214,.455,43
Liberty,2026-01-04,7,5,9,3,UTEP,.484,.475,.500,.667,86,.323,.372,.211,.917,66
Colorado St.,2026-01-03,12,2,7,7,Fresno St.,.463,.556,.370,.839,86,.500,.440,.714,.643,83
Iowa,2026-01-01,11,2,12,1,Nebraska,.491,.568,.350,.821,86,.500,.605,.300,.800,76
Montana St.,2026-01-01,7,4,9,4,Northern Colo.,.485,.523,.417,.588,86,.492,.524,.429,.727,79
UT Martin,2026-01-01,5,6,10,1,Western Ill.,.431,.510,.238,.792,86,.303,.333,.258,.889,78
Bowling Green,2025-12-30,8,4,6,5,Eastern Mich.,.368,.368,.368,.818,76,.478,.515,.385,.771,86
New Jersey City,2025-12-30,0,1,3,7,Wagner,.204,.250,.154,.619,39,.481,.585,.250,.462,86
Kennesaw St.,2025-12-29,6,4,0,0,Life,.485,.471,.533,.667,86,.281,.327,.000,.529,41
UNI,2025-12-29,5,6,0,12,Valparaiso,.429,.385,.484,.647,86,.322,.368,.238,.500,52
Oklahoma Wesleyan,2025-12-29,0,0,6,6,Oral Roberts,.321,.400,.125,.765,51,.500,.581,.267,.686,86
Fordham,2025-12-21,7,4,0,10,SFU,.438,.469,.375,.684,86,.333,.361,.303,.625,61
Old Dominion,2025-12-21,7,4,11,1,Ole Miss,.407,.405,.412,.667,57,.541,.564,.333,.643,86
Navy,2025-12-21,6,4,6,6,South Fla.,.377,.366,.393,.688,74,.583,.596,.538,.529,86
MVSU,2025-12-20,1,9,5,5,UAB,.338,.396,.176,.500,62,.433,.532,.200,.857,86
Marquette,2025-12-20,7,4,0,0,Truman St,.517,.600,.429,1.000,86,.242,.222,.269,.750,43
Illinois,2025-12-19,10,1,2,7,Jackson St.,.550,.652,.214,.944,86,.273,.237,.353,.583,43
Cal Poly,2025-12-18,2,8,7,3,USC,.318,.345,.267,.583,39,.436,.595,.250,.643,86
Tennessee St.,2025-12-18,1,8,4,5,UT Martin,.482,.475,.500,.850,79,.424,.415,.444,.757,86
Ole Miss,2025-12-13,8,1,4,5,Wofford,.479,.566,.250,.688,86,.352,.391,.125,.650,52
Prairie View,2025-12-13,2,6,3,5,UTSA,.242,.250,.222,.429,40,.443,.468,.391,.652,86
Montana,2025-12-03,1,5,1,7,North Dakota,.492,.480,.500,.455,86,.373,.444,.261,.462,56
Longwood,2025-12-03,6,3,7,1,Troy,.415,.333,.600,.708,83,.424,.500,.240,.727,86
Norfolk St.,2025-12-01,2,6,0,1,Shaw,.437,.453,.389,.607,86,.254,.343,.125,.833,48
Fairfield,2025-11-30,4,1,7,0,Iowa,.400,.308,.462,.400,72,.509,.528,.476,.692,86
Creighton,2025-11-28,1,4,1,6,Northern Ariz.,.470,.567,.389,.909,86,.365,.432,.211,.750,62
FIU,2025-11-28,1,3,2,4,UMBC,.460,.523,.316,.647,86,.410,.500,.238,.724,76
Iowa,2025-11-26,6,0,4,0,Western Ill.,.604,.697,.450,.765,86,.369,.447,.259,.778,69
Florida St.,2025-11-23,3,3,3,1,Illinois,.354,.417,.276,.692,63,.500,.489,.529,.813,86
Kansas,2025-11-23,5,0,2,4,Oral Roberts,.500,.568,.400,.737,86,.429,.487,.333,.765,75
Nicholls St.,2025-11-22,3,2,5,0,Southern Miss.,.379,.415,.294,.579,60,.403,.404,.400,.545,86
Boise St.,2025-11-21,3,1,2,3,Seattle,.530,.569,.400,.625,86,.373,.415,.278,.889,65
Cal Baptist,2025-11-19,4,0,2,1,Cal St Northridge,.464,.571,.353,.667,86,.340,.394,.250,.650,54
Oregon,2025-11-19,4,0,0,4,Washington St.,.500,.524,.458,.750,86,.379,.469,.269,.800,59
Southeastern LA,2025-11-18,1,2,4,0,Southern Miss.,.333,.429,.111,.846,53,.500,.558,.391,.647,86
Erskine,2025-11-17,0,1,1,3,Presbyterian,.296,.333,.222,.538,50,.471,.491,.412,.684,86
Chicago St.,2025-11-17,1,3,2,0,Western Ill.,.460,.449,.500,.588,75,.500,.636,.125,.750,86
Incarnate Word,2025-11-10,0,2,0,0,St. Thomas (TX),.545,.595,.444,.643,86,.410,.324,.519,.727,72
Tusculum,2025-11-09,0,0,1,0,Western Caro.,.273,.333,.125,.591,45,.405,.458,.250,.708,86
Montana St.,2025-11-07,1,0,1,0,Portland,.536,.609,.200,.774,86,.411,.552,.259,.905,72
Corban,2025-11-07,0,0,0,0,Oregon St.,.290,.275,.318,1.000,45,.459,.519,.318,.647,86
George Washington,2025-11-07,1,0,1,0,Temple,.345,.415,.176,.583,50,.456,.388,.632,.857,86
Dayton,2025-11-06,0,1,0,1,Mercyhurst,.603,.725,.333,.769,86,.228,.200,.250,.625,44
Nw University,2025-11-05,0,1,0,1,Seattle,.323,.351,.286,.600,56,.467,.545,.250,.550,86
Morgan St.,2025-11-04,0,0,0,0,Virginia,.214,.211,.222,.800,36,.457,.610,.241,.882,86
Army,2025-11-03,0,0,0,0,Pace,.493,.700,.341,.400,86,.396,.389,.417,.875,50
Binghamton,2025-11-03,0,0,0,0,SUNY Geneseo,.440,.548,.303,.667,86,.382,.389,.375,.600,35
Dist. Columbia,2025-11-03,0,0,0,0,George Washington,.370,.375,.357,.667,47,.525,.500,.556,.778,86
Iowa,2025-11-03,0,0,0,0,Southern U.,.517,.650,.222,.786,86,.321,.333,.304,.471,51
Charleston So.,2025-11-03,0,0,0,0,Jacksonville,.458,.567,.345,.769,84,.371,.404,.304,.643,86
Kansas,2026-03-26,21,13,27,5,San Diego St.,.604,.578,.750,.750,85,.545,.655,.423,.875,78
Pepperdine,2026-03-22,20,12,19,12,Southern Utah,.500,.568,.353,.781,85,.392,.438,.308,.737,80
Missouri St.,2026-03-18 NCAA,22,12,25,9,Stephen F. Austin,.478,.519,.353,.813,85,.389,.500,.214,.867,75
Fort Wayne,2026-03-08,19,12,14,16,IU Indy,.607,.659,.467,1.000,85,.263,.333,.067,.720,49
Ole Miss,2026-03-07,23,10,29,3,Texas,.391,.444,.263,1.000,68,.525,.529,.500,.864,85
UNC,2026-03-06,25,6,23,8,Virginia Tech,.516,.556,.412,.636,85,.348,.438,.111,.800,68
Cal Poly,2026-03-05,3,25,24,5,UC Irvine,.411,.514,.238,.737,65,.440,.571,.273,.729,85
Idaho St.,2026-03-02,19,9,13,17,Sacramento St.,.407,.422,.357,.792,72,.538,.583,.500,.750,85
St. John's (NY),2026-03-01,21,9,30,0,UConn,.354,.417,.292,.667,49,.571,.675,.391,1.000,85
Clemson,2026-03-01,20,9,18,12,Stanford,.308,.395,.185,.556,50,.557,.722,.320,.692,85
Cal Poly,2026-02-28,3,24,19,8,UC San Diego,.456,.488,.357,1.000,61,.435,.455,.400,.789,85
Cal St Bakersfield,2026-02-26,7,19,18,8,UC San Diego,.424,.400,.476,.813,79,.474,.535,.286,.711,85
Idaho,2026-02-26,23,5,10,18,Northern Ariz.,.425,.510,.290,.400,85,.241,.269,.194,.917,57
Alabama,2026-02-26,21,7,25,3,Vanderbilt,.328,.395,.231,.750,60,.429,.543,.314,.778,85
George Mason,2026-02-25,19,8,19,8,Saint Joseph's,.455,.421,.529,.788,85,.405,.448,.308,.724,59
Penn St.,2026-02-25,10,17,17,10,USC,.620,.645,.579,.667,85,.444,.467,.424,.706,82
Jacksonville,2026-02-25,20,7,18,9,Stetson,.466,.488,.400,.840,81,.466,.550,.278,.788,85
Ole Miss,2026-02-22,21,7,26,2,South Carolina,.265,.294,.176,.750,48,.493,.500,.462,1.000,85
Cal St Northridge,2026-02-21,8,16,3,22,Long Beach State,.534,.571,.438,.696,85,.455,.600,.143,.868,75
Gonzaga,2026-02-21,20,8,11,15,Pacific,.482,.538,.353,.893,85,.404,.379,.444,.800,70
Bellarmine,2026-02-14,2,24,15,10,Central Ark.,.261,.214,.333,.500,37,.478,.613,.361,.889,85
Houston,2026-02-14,7,17,15,11,Kansas,.424,.370,.615,.833,68,.569,.600,.462,.867,85
Mercyhurst,2026-02-14,8,15,2,21,SFU,.412,.476,.383,.647,85,.421,.442,.357,.667,61
Austin Peay,2026-02-12,13,9,8,15,Queens (NC),.554,.595,.474,.824,85,.378,.333,.444,.500,47
Boston College,2026-02-12,4,22,8,16,Florida St.,.373,.400,.267,.762,76,.500,.568,.391,.696,85
La.-Monroe,2026-02-12,12,12,12,12,Southern Miss.,.500,.511,.476,.636,85,.375,.452,.227,.692,62
Georgia,2026-02-12,19,5,16,8,Miss. St.,.439,.441,.435,.733,71,.500,.500,.500,.889,85
Cal Baptist,2026-02-12,16,8,15,8,Southern Utah,.432,.551,.200,.500,70,.533,.579,.455,.733,85
Rhode Island,2026-02-11,21,2,8,16,VCU,.471,.522,.364,.765,85,.254,.368,.080,.727,42
Georgia,2026-02-08,18,5,16,9,Missouri,.470,.590,.296,.682,85,.393,.514,.190,.783,66
Bradley,2026-02-07,15,8,8,14,Indiana St.,.413,.342,.520,.870,85,.391,.438,.250,.808,75
Howard,2026-02-07,16,7,5,16,South Carolina St.,.533,.537,.526,.688,85,.441,.455,.400,.727,66
South Fla.,2026-02-07,13,10,8,13,Tulane,.432,.479,.346,.857,85,.311,.333,.263,.455,53
Houston,2026-02-07,7,15,21,3,Texas Tech,.396,.425,.250,.778,61,.491,.531,.440,.818,85
Cal St Bakersfield,2026-02-05,7,14,17,4,UC Irvine,.333,.351,.286,.652,53,.459,.621,.313,.679,85
Penn St.,2026-02-04,7,15,11,11,Purdue,.519,.500,.563,.786,85,.372,.462,.192,.760,82
Charleston So.,2026-01-30,6,15,6,16,USC Upstate,.508,.474,.565,.588,85,.393,.447,.304,.700,62
Bradley,2026-01-29,13,7,6,13,Drake,.448,.432,.476,.821,85,.444,.468,.375,.654,79
Oklahoma,2026-01-29,16,4,8,8,Texas A&M,.476,.450,.522,.867,85,.356,.457,.208,.579,58
Coastal Caro.,2026-01-28,10,11,9,10,Texas St.,.463,.467,.458,.857,85,.267,.306,.091,.741,53
Massachusetts,2026-01-28,14,4,12,6,Ohio,.541,.592,.333,.652,85,.450,.609,.351,.692,76
La.-Monroe,2026-01-28,9,11,12,9,Old Dominion,.310,.298,.357,.542,62,.485,.566,.200,.640,85
Omaha,2026-01-28,2,20,16,5,South Dakota St.,.263,.276,.250,1.000,41,.541,.656,.414,.500,85
Marshall,2026-01-28,17,5,16,4,Troy,.470,.688,.265,.579,82,.423,.455,.348,.846,85
Alabama,2026-01-25,17,3,15,5,Miss. St.,.520,.448,.619,.833,85,.452,.522,.250,.857,78
Illinois St.,2026-01-25,10,9,6,12,Indiana St.,.397,.477,.143,.860,85,.406,.458,.250,.650,69
Cal Baptist,2026-01-24,12,8,9,9,Utah Valley,.509,.533,.481,.824,85,.415,.444,.350,.667,75
Boston College,2026-01-24,4,17,18,3,Louisville,.292,.318,.238,.765,56,.547,.710,.318,.714,85
Virginia Tech,2026-01-24,15,5,12,8,Wake Forest,.437,.391,.520,.769,85,.431,.450,.364,.563,57
Iowa,2026-01-22,16,2,17,3,Maryland,.455,.458,.444,.773,85,.378,.434,.238,.773,78
Notre Dame,2026-01-19,12,5,18,0,UConn,.365,.500,.063,.800,47,.556,.744,.250,.643,85
Columbia,2026-01-17,10,5,4,11,Yale,.538,.623,.167,.619,85,.477,.475,.500,.778,58
Norfolk St.,2026-01-17,7,11,5,13,South Carolina St.,.392,.364,.433,.778,85,.245,.286,.167,.632,41
Omaha,2026-01-17,2,18,10,8,Oral Roberts,.302,.333,.278,.667,52,.465,.481,.412,.600,85
San Francisco,2026-01-17,10,7,4,16,Washington St.,.444,.512,.345,.611,85,.492,.558,.313,.750,72
New Orleans,2026-01-17,1,15,12,5,Stephen F. Austin,.388,.434,.214,.727,63,.400,.444,.333,.714,85
Belmont,2026-01-15,10,7,5,10,Indiana St.,.373,.425,.314,.692,85,.443,.432,.471,.625,77
Illinois,2026-01-15,14,3,14,2,Michigan,.397,.400,.391,.833,69,.478,.480,.471,.722,85
Kansas,2026-01-14,11,6,14,4,Oklahoma St.,.519,.524,.500,.708,76,.475,.576,.346,.909,85
Dayton,2026-01-14,9,7,14,4,Richmond,.424,.490,.235,.438,67,.574,.762,.455,.727,85
Michigan St.,2026-01-11,15,1,14,3,Oregon,.456,.512,.370,.765,85,.484,.538,.391,1.000,81
Arkansas,2026-01-11,11,7,11,3,Tennessee,.273,.313,.167,.733,50,.383,.500,.268,.600,85
Providence,2026-01-11,9,8,13,3,Villanova,.364,.350,.400,.643,55,.478,.564,.367,.727,85
